Come One, Come All|All Time Low|So Wrong, It's Right (Deluxe Edition)|Pop-Punk|212|2007
Poppin' Champagne|All Time Low|So Wrong, It's Right (Deluxe Edition)|Pop-Punk|200|2007
Alejandro|All Time Low|Alejandro |Pop-Punk|202|2010
Toxic Valentine|All Time Low|Jennifer's Body|Pop-Punk|172|2009
Weightless|All Time Low|Nothing Personal|Pop-Punk|200|2009
Break Your Little Heart|All Time Low|Nothing Personal|Pop-Punk|173|2009
Damned If I Do Ya (Damned If I Don't)|All Time Low|Nothing Personal|Pop-Punk|189|2009
Lost in Stereo|All Time Low|Nothing Personal|Pop-Punk|229|2009
Lost in Stereo|All Time Low|Nothing Personal|Pop-Punk|229|2009
Stella|All Time Low|Nothing Personal|Pop-Punk|206|2009
Stella|All Time Low|Nothing Personal|Pop-Punk|206|2009
Sick Little Games|All Time Low|Nothing Personal|Pop-Punk|218|2009
Sick Little Games|All Time Low|Nothing Personal|Pop-Punk|218|2009
Hello, Brooklyn|All Time Low|Nothing Personal|Pop-Punk|211|2009
Hello, Brooklyn|All Time Low|Nothing Personal|Pop-Punk|211|2009
Walls|All Time Low|Nothing Personal|Pop-Punk|193|2009
Too Much|All Time Low|Nothing Personal|Pop-Punk|257|2009
Keep the Change, You Filthy Animal|All Time Low|Nothing Personal|Pop-Punk|202|2009
A Party Song (The Walk of Shame)|All Time Low|Nothing Personal|Pop-Punk|181|2009
Therapy|All Time Low|Nothing Personal|Pop-Punk|224|2009
Poison|All Time Low|Nothing Personal|Pop-Punk|198|2009
Lost In Stereo (Cobra Starship Suave Suarez Remix) [Bonus Track]|All Time Low|Nothing Personal|Pop-Punk|236|2009
Dear Maria, Count Me In (Connect Sets Acoustic)|All Time Low|Nothing Personal|Pop-Punk|206|2009
Stay Awake (Dreams Only Last F|All Time Low|So Wrong, It's Right|Pop-Punk|216|2007
Stay Awake (Dreams Only Last F|All Time Low|So Wrong, It's Right|Pop-Punk|216|2007
Six Feet Under the Stars (Acoustic)|All Time Low|So Wrong, It's Right|Pop-Punk|204|2007
Let It Roll (Connect Sets Acoustic)|All Time Low|So Wrong, It's Right|Pop-Punk|206|2007
Poppin' (Video Mix)|All Time Low|So Wrong, It's Right (Deluxe Edition)|Pop-Punk|185|2007
Dear Maria, Count Me In (Connect Sets Acoustic)|All Time Low|So Wrong, It's Right (Deluxe Edition)|Pop-Punk|206|2007
Time to Break Up|All Time Low|A Tribute to Blink 182|Pop-Punk|188|2005
Time to Break Up|All Time Low|A Tribute to Blink 182|Pop-Punk|188|2005
Umbrella (Rihanna)|All Time Low|Umbrella (Rhiana cover)|Pop-Punk|229|2008
Umbrella (Rihanna)|All Time Low|Umbrella (Rhiana cover)|Pop-Punk|229|2008
All Love Is Lost|Architects|All Our Gods Have Abandoned Us|Alternative|260|2016
Deathwish|Architects|All Our Gods Have Abandoned Us|Alternative|232|2016
Downfall|Architects|All Our Gods Have Abandoned Us|Alternative|245|2016
The Empty Hourglass|Architects|All Our Gods Have Abandoned Us|Alternative|251|2016
From the Wilderness|Architects|All Our Gods Have Abandoned Us|Alternative|224|2016
Gone With The Wind|Architects|All Our Gods Have Abandoned Us|Alternative|226|2016
Gravity|Architects|All Our Gods Have Abandoned Us|Alternative|198|2016
A Match Made In Heaven|Architects|All Our Gods Have Abandoned Us|Alternative|228|2016
Memento Mori|Architects|All Our Gods Have Abandoned Us|Alternative|492|2016
Phantom Fear|Architects|All Our Gods Have Abandoned Us|Alternative|246|2016
1 - Nihilist|Architects|All Our Gods Have Abandoned Us|Alternative|171|2016
The Bitter End|Architects|Daybreaker|Metalcore|175|2012
Alpha Omega|Architects|Daybreaker|Metalcore|236|2012
These Colours Don't Run|Architects|Daybreaker|Metalcore|241|2012
Daybreak|Architects|Daybreaker|Metalcore|213|2012
Truth, Be Told|Architects|Daybreaker|Metalcore|271|2012
Even if You Win, You're Still|Architects|Daybreaker|Metalcore|192|2012
Outsider Heart|Architects|Daybreaker|Metalcore|208|2012
Behind the Throne|Architects|Daybreaker|Metalcore|248|2012
Devil's Island|Architects|Daybreaker|Metalcore|246|2012
Feather of Lead|Architects|Daybreaker|Metalcore|170|2012
Unbeliever|Architects|Daybreaker|Metalcore|286|2012
Cracks in the Earth|Architects|Daybreaker|Metalcore|202|2012
Rise Against|Architects|Daybreaker|Metalcore|231|2012
Untitled|Architects|Daybreaker|Metalcore|209|2012
Gravedigger|Architects|Lost Forever // Lost Together|Metalcore|245|2014
Naysayer|Architects|Lost Forever // Lost Together|Metalcore|206|2014
Broken Cross|Architects|Lost Forever // Lost Together|Metalcore|234|2014
The Devil Is Near|Architects|Lost Forever // Lost Together|Metalcore|215|2014
Dead Man Talking|Architects|Lost Forever // Lost Together|Metalcore|244|2014
Red Hypergiant|Architects|Lost Forever // Lost Together|Metalcore|128|2014
C.A.N.C.E.R|Architects|Lost Forever // Lost Together|Metalcore|260|2014
Colony Collapse|Architects|Lost Forever // Lost Together|Metalcore|272|2014
Castles in the Air|Architects|Lost Forever // Lost Together|Metalcore|223|2014
Youth Is Wasted on the Young|Architects|Lost Forever // Lost Together|Metalcore|249|2014
The Distant Blue|Architects|Lost Forever // Lost Together|Metalcore|312|2014
Let It Sleep|Asking Alexandria|The Black|Metalcore|239|2016
The Black|Asking Alexandria|The Black|Metalcore|281|2016
I Won't Give In|Asking Alexandria|The Black|Metalcore|229|2016
Sometimes It Ends|Asking Alexandria|The Black|Metalcore|285|2016
The Lost Souls|Asking Alexandria|The Black|Metalcore|245|2016
Just A Slave To Rock 'n Roll|Asking Alexandria|The Black|Metalcore|205|2016
Send Me Home|Asking Alexandria|The Black|Metalcore|258|2016
We'll Be OK|Asking Alexandria|The Black|Metalcore|237|2016
Here I Am|Asking Alexandria|The Black|Metalcore|259|2016
Gone|Asking Alexandria|The Black|Metalcore|197|2016
Gone|Asking Alexandria|The Black|Metalcore|197|2016
Undivided|Asking Alexandria|The Black|Metalcore|215|2016
Circled By The Wolves|Asking Alexandria|The Black|Metalcore|209|2016
Dead|Asking Alexandria|From Death To Destiny|Post-Hardcore|241|2013
Someone Somewhere  (Ben Bruce Acoustic)|Asking Alexandria|From Death To Destiny|Post-Hardcore|224|2013
Someone Somewhere  (Ben Bruce Acoustic)|Asking Alexandria|From Death To Destiny|Post-Hardcore|224|2013
01 Don't Pray For Me|Asking Alexandria|From Death To Destiny|Post-Hardcore|280|2013
02 Killing You|Asking Alexandria|From Death To Destiny|Post-Hardcore|191|2013
03 The Death Of Me|Asking Alexandria|From Death To Destiny|Post-Hardcore|258|2013
04 Run Free|Asking Alexandria|From Death To Destiny|Post-Hardcore|250|2013
05 Break Down The Walls|Asking Alexandria|From Death To Destiny|Post-Hardcore|211|2013
06 Poison|Asking Alexandria|From Death To Destiny|Post-Hardcore|226|2013
07 Believe|Asking Alexandria|From Death To Destiny|Post-Hardcore|271|2013
08 Creature|Asking Alexandria|From Death To Destiny|Post-Hardcore|194|2013
09 White Line Fever|Asking Alexandria|From Death To Destiny|Post-Hardcore|223|2013
10 Moving On|Asking Alexandria|From Death To Destiny|Post-Hardcore|242|2013
11 The Road|Asking Alexandria|From Death To Destiny|Post-Hardcore|206|2013
12 Until The End|Asking Alexandria|From Death To Destiny|Post-Hardcore|270|2013
13 The Death Of Me|Asking Alexandria|From Death To Destiny|Post-Hardcore|204|2013
Welcome|Asking Alexandria|Reckless And Relentless|Punk|109|2011
Dear Insanity|Asking Alexandria|Reckless And Relentless|Punk|189|2011
Closure|Asking Alexandria|Reckless And Relentless|Punk|238|2011
A Lesson Never Learned|Asking Alexandria|Reckless And Relentless|Punk|234|2011
To The Stage|Asking Alexandria|Reckless And Relentless|Punk|210|2011
Dedication|Asking Alexandria|Reckless And Relentless|Punk|63|2011
Someone, Somewhere|Asking Alexandria|Reckless And Relentless|Punk|216|2011
Breathless|Asking Alexandria|Reckless And Relentless|Punk|250|2011
The Match|Asking Alexandria|Reckless And Relentless|Punk|255|2011
Another Bottle Down|Asking Alexandria|Reckless And Relentless|Punk|214|2011
Reckless & Relentless|Asking Alexandria|Reckless And Relentless|Punk|248|2011
Morte Et Dabo|Asking Alexandria|Reckless And Relentless|Punk|315|2011
Alerion|Asking Alexandria|Stand Up And Scream|Post-Hardcore|134|2009
Final Episode (Let's Change The Channel)|Asking Alexandria|Stand Up And Scream|Post-Hardcore|242|2009
A Candlelit Dinner With Inamorta|Asking Alexandria|Stand Up And Scream|Post-Hardcore|243|2009
Nobody Don't Dance No More|Asking Alexandria|Stand Up And Scream|Post-Hardcore|240|2009
Hey There Mr.Brooks (Featuring Shawn Milke Of Alesana)|Asking Alexandria|Stand Up And Scream|Post-Hardcore|249|2009
Hiatus|Asking Alexandria|Stand Up And Scream|Post-Hardcore|105|2009
If You Can't Ride Two Horses At Once...You Should Get Out Of The Circus|Asking Alexandria|Stand Up And Scream|Post-Hardcore|225|2009
A Single Moment Of Sincerity|Asking Alexandria|Stand Up And Scream|Post-Hardcore|230|2009
Not The American Average|Asking Alexandria|Stand Up And Scream|Post-Hardcore|279|2009
I Used To Have A Best Friend (But Then He Gave Me An STD)|Asking Alexandria|Stand Up And Scream|Post-Hardcore|246|2009
A Prophecy|Asking Alexandria|Stand Up And Scream|Post-Hardcore|213|2009
I Was Once, Possibly, Maybe, Perhaps A Cowboy King|Asking Alexandria|Stand Up And Scream|Post-Hardcore|221|2009
When Everyday's The Weekend|Asking Alexandria|Stand Up And Scream|Post-Hardcore|263|2009
Critical Acclaim|Avenged Sevenfold|Avenged Sevenfold|Metalcore|314|2007
Almost Easy|Avenged Sevenfold|Avenged Sevenfold|Metalcore|234|2007
Scream|Avenged Sevenfold|Avenged Sevenfold|Metalcore|288|2007
Afterlife|Avenged Sevenfold|Avenged Sevenfold|Metalcore|353|2007
Gunslinger|Avenged Sevenfold|Avenged Sevenfold|Metalcore|251|2007
Unbound (The Wild Ride)|Avenged Sevenfold|Avenged Sevenfold|Metalcore|311|2007
Brompton Cocktail|Avenged Sevenfold|Avenged Sevenfold|Metalcore|253|2007
Lost|Avenged Sevenfold|Avenged Sevenfold|Metalcore|302|2007
A Little Piece Of Heaven|Avenged Sevenfold|Avenged Sevenfold|Metalcore|480|2007
Dear God|Avenged Sevenfold|Avenged Sevenfold|Metalcore|393|2007
Dear God|Avenged Sevenfold|Avenged Sevenfold|Metalcore|393|2007
Beast and the Harlot|Avenged Sevenfold|City of Evil|Metalcore|340|2005
Burn It Down|Avenged Sevenfold|City of Evil|Metalcore|298|2005
Blinded In Chains|Avenged Sevenfold|City of Evil|Metalcore|394|2005
Bat Country|Avenged Sevenfold|City of Evil|Metalcore|311|2005
Trashed and Scattered|Avenged Sevenfold|City of Evil|Metalcore|351|2005
Seize the Day|Avenged Sevenfold|City of Evil|Metalcore|332|2005
Sidewinder|Avenged Sevenfold|City of Evil|Metalcore|420|2005
The Wicked End|Avenged Sevenfold|City of Evil|Metalcore|429|2005
Strength of the World|Avenged Sevenfold|City of Evil|Metalcore|553|2005
Betrayed|Avenged Sevenfold|City of Evil|Metalcore|406|2005
M.I.A.|Avenged Sevenfold|City of Evil|Metalcore|523|2005
Shepherd Of Fire|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|323|2013
Hail To The King|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|305|2013
Doing Time|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|207|2013
This Means War|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|369|2013
Requiem|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|263|2013
Crimson Day|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|297|2013
Crimson Day|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|297|2013
Heretic|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|295|2013
Coming Home|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|386|2013
Planets|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|356|2013
Acid Rain|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|398|2013
St. James (Bonus Track)|Avenged Sevenfold|Hail To The King (Deluxe Edition)|Metalcore|301|2013
Demons|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|371|2008
Girl I Know|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|263|2008
Crossroads|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|270|2008
Flash Of The Blade|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|241|2008
Until The End|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|284|2008
Tension|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|290|2008
Walk|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|321|2008
The Fight|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|247|2008
Dancing Dead|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|349|2008
Almost Easy (CLA Mix)|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|233|2008
Afterlife (Alternate Version)|Avenged Sevenfold|Live In The LBC/Diamonds In The Rough [CD]|Metalcore|355|2008
Nightmare|Avenged Sevenfold|Nightmare|Metalcore|374|2010
Welcome to the Family|Avenged Sevenfold|Nightmare|Metalcore|245|2010
Danger Line|Avenged Sevenfold|Nightmare|Metalcore|328|2010
Buried Alive|Avenged Sevenfold|Nightmare|Metalcore|404|2010
Natural Born Killer|Avenged Sevenfold|Nightmare|Metalcore|315|2010
So Far Away|Avenged Sevenfold|Nightmare|Metalcore|326|2010
So Far Away|Avenged Sevenfold|Nightmare|Metalcore|326|2010
God Hates Us|Avenged Sevenfold|Nightmare|Metalcore|319|2010
Victim|Avenged Sevenfold|Nightmare|Metalcore|449|2010
Tonight the World Dies|Avenged Sevenfold|Nightmare|Metalcore|281|2010
Fiction|Avenged Sevenfold|Nightmare|Metalcore|312|2010
Save Me|Avenged Sevenfold|Nightmare|Metalcore|656|2010
Lost It All (Bonus Track)|Avenged Sevenfold|Nightmare (Deluxe Version)|Metalcore|236|2010
Critical Acclaim|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|342|2009
Afterlife|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|442|2009
Beast and the Harlot|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|390|2009
Scream|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|338|2009
Dear God|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|360|2009
Syn's Solo|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|434|2009
Bat Country|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|538|2009
Gunslinger|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|323|2009
Unholy Confessions|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|443|2009
Almost Easy|Avenged Sevenfold|2009-02-17 St. Louis, MO, USA|Metal|346|2009
The Gunsling|Black Veil Brides|Never Give In|Metalcore|402|2008
The Morticians Daughter|Black Veil Brides|Never Give In|Metalcore|215|2008
We Stitch These Wounds|Black Veil Brides|Never Give In|Metalcore|266|2008
Knives and Pens|Black Veil Brides|Never Give In|Metalcore|263|2008
Knives And Pens Demo|Black Veil Brides|Never Give In|Metalcore|75|2008
Coffin|Black Veil Brides|Rebels|Metalcore|259|2011
Rebel Yell|Black Veil Brides|Rebels|Metalcore|282|2011
Unholy (feat. Zakk Wylde)|Black Veil Brides|Rebels|Metalcore|208|2011
New Religion|Black Veil Brides|Set the World on Fire|Metalcore|230|2011
Set the World on Fire|Black Veil Brides|Set the World on Fire|Metalcore|218|2011
Fallen Angels|Black Veil Brides|Set the World on Fire|Metalcore|224|2011
Love Isn't Always Fair|Black Veil Brides|Set the World on Fire|Metalcore|252|2011
God Bless You|Black Veil Brides|Set the World on Fire|Metalcore|198|2011
Rebel Love Song|Black Veil Brides|Set the World on Fire|Metalcore|236|2011
Savior|Black Veil Brides|Set the World on Fire|Metalcore|262|2011
Savior|Black Veil Brides|Set the World on Fire|Metalcore|262|2011
The Legacy|Black Veil Brides|Set the World on Fire|Metalcore|280|2011
Die for You|Black Veil Brides|Set the World on Fire|Metalcore|222|2011
Ritual|Black Veil Brides|Set the World on Fire|Metalcore|210|2011
Youth and Whiskey|Black Veil Brides|Set the World on Fire|Metalcore|209|2011
Smoke and Mirrors|Black Veil Brides|Set the World on Fire|Metalcore|225|2011
A Devil For Me|Black Veil Brides|Sex & Hollywood|Metalcore|250|2007
Hello My Hate|Black Veil Brides|Sex & Hollywood|Metalcore|198|2007
Sex & Hollywood|Black Veil Brides|Sex & Hollywood|Metalcore|207|2007
The Outcasts (Call To Arms)|Black Veil Brides|We Stitch These Wounds|Metalcore|31|2010
We Stitch These Wounds|Black Veil Brides|We Stitch These Wounds|Metalcore|239|2010
Beautiful Remains|Black Veil Brides|We Stitch These Wounds|Metalcore|253|2010
Children Surrender|Black Veil Brides|We Stitch These Wounds|Metalcore|191|2010
Perfect Weapon|Black Veil Brides|We Stitch These Wounds|Metalcore|247|2010
Knives And Pens|Black Veil Brides|We Stitch These Wounds|Metalcore|255|2010
The Mortician's Daughter|Black Veil Brides|We Stitch These Wounds|Metalcore|251|2010
All Your Hate|Black Veil Brides|We Stitch These Wounds|Metalcore|190|2010
Heaven's Calling|Black Veil Brides|We Stitch These Wounds|Metalcore|199|2010
Never Give In|Black Veil Brides|We Stitch These Wounds|Metalcore|189|2010
Sweet Blasphemy|Black Veil Brides|We Stitch These Wounds|Metalcore|236|2010
Carolyn|Black Veil Brides|We Stitch These Wounds|Metalcore|277|2010
Knives and Pens (Acoustic)|Black Veil Brides|We Stitch These Wounds|Metalcore|290|2010
Knives and Pens (Acoustic)|Black Veil Brides|We Stitch These Wounds|Metalcore|290|2010
Lost It All|Black Veil Brides|Wretched and Divine: The Story of the Wild Ones|Rock|320|2013
FENIX|Bod Omylu|FENIX|Alternative-Rock|236|2016
Hodinovy hotel|Bod Omylu|FENIX|Alternative-Rock|281|2016
Cele tie roky|Bod Omylu|FENIX|Alternative-Rock|212|2016
Citim|Bod Omylu|FENIX|Alternative-Rock|206|2016
Nesmely|Bod Omylu|FENIX|Alternative-Rock|249|2016
Prud vedomia|Bod Omylu|FENIX|Alternative-Rock|72|2016
Cesta ku hviezdam|Bod Omylu|FENIX|Alternative-Rock|242|2016
Spis?|Bod Omylu|FENIX|Alternative-Rock|256|2016
Naskoc!|Bod Omylu|FENIX|Alternative-Rock|191|2016
My verzus My|Bod Omylu|FENIX|Alternative-Rock|234|2016
Zbohom|Bod Omylu|FENIX|Alternative-Rock|269|2016
Home|Breaking Benjamin|Breaking Benjamin EP|Alternative Metal; Post-Grunge|217|2001
Medicate|Breaking Benjamin|Breaking Benjamin EP|Alternative Metal; Post-Grunge|177|2001
Polyamorous|Breaking Benjamin|Breaking Benjamin EP|Alternative Metal; Post-Grunge|179|2001
Water|Breaking Benjamin|Breaking Benjamin EP|Alternative Metal; Post-Grunge|241|2001
Shallow Bay|Breaking Benjamin|Breaking Benjamin EP|Alternative Metal; Post-Grunge|243|2001
Fade Away|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|196|2010
I Will Not Bow|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|216|2010
Crawl|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|238|2010
Give Me A Sign|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|257|2010
Hopeless|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|200|2010
What Lies Beneath|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|214|2010
Anthem Of The Angels|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|242|2010
Lights Out|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|213|2010
Dear Agony|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|258|2010
Into The Nothing|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|224|2010
Without You|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|257|2010
Without You (Acoustic)|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|222|2010
Give Me A Sign (Acoustic)|Breaking Benjamin|Dear Agony (Japanese Edition)|Alternative Metal; Post-Grunge|256|2010
Medicate (Live)|Breaking Benjamin|Live EP|Alternative Metal; Post-Grunge|257|2004
Water (Live)|Breaking Benjamin|Live EP|Alternative Metal; Post-Grunge|296|2004
Next To Nothing (Live)|Breaking Benjamin|Live EP|Alternative Metal; Post-Grunge|258|2004
Sugarcoat (Live)|Breaking Benjamin|Live EP|Alternative Metal; Post-Grunge|246|2004
Intro|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|73|2006
The Diary Of Jane|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|200|2006
Breath|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|218|2006
You|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|202|2006
Evil Angel|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|221|2006
Until The End|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|252|2006
Dance With The Devil|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|227|2006
Topless|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|183|2006
Here We Are|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|258|2006
Unknown Soldier|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|226|2006
Had Enough|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|230|2006
You Fight Me|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|192|2006
Outro|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|129|2006
